Título,Link,Imagem,UF,Ano,KM,Valor do Lance,Situação,Data Leilão,Detalhe Ano Veículo,Detalhe Combustível,Detalhe KM Veículo,Detalhe Valor Mercado,Detalhe Cor,Detalhe Possui Chave,Detalhe Tipo Retomada,Detalhe Localização,Detalhe Tipo Veículo
FIAT/MOBI LIKE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/mobi-like-(4p)/ano.2018/978bee9c-4073-11f0-b593-02420a000005,N/A,AM,2018,102.735 km,"R$ 23.600,00",Leilão ao vivo em: 4 dias47m39s,26/06/2025,,,,,,,,,
FIAT/ARGO DRIVE (4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/argo-drive-(4p)/ano.2018/e030abe8-2082-11f0-bcc9-02420a000216,N/A,PA,2017,76.517 km,"R$ 28.700,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-joye-(4p)/ano.2018/5d6ff53a-325b-11f0-9f79-02420a000005,N/A,PA,2018,117.119 km,"R$ 25.500,00",Leilão ao vivo em: 4 dias48m47s,26/06/2025,,,,,,,,,
FIAT/UNO ATTRACTIVE E (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/uno-attractive-e-(4p)/ano.2017/64b49aea-647f-11ef-a9ca-02420a0000bb,N/A,AM,2017,96.201 km,"R$ 21.400,00",Leilão ao vivo em: 4 dias49m9s,26/06/2025,,,,,,,,,
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2011/c46f96c4-efb0-11ef-bd15-02420a00000b,N/A,PA,2010,N/A,"R$ 14.200,00",Leilão ao vivo em: 4 dias50m27s,26/06/2025,,,,,,,,,
FORD/KA SE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-se-(4p)/ano.2015/4bd0868b-ff5c-11ef-8c72-02420a00002d,N/A,AM,2015,140.215 km,"R$ 21.400,00",Leilão ao vivo em: 4 dias50m41s,26/06/2025,,,,,,,,,
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2010/e9a05cb9-b7be-11ef-8e48-02420a000017,N/A,PA,2009,N/A,"R$ 13.400,00",Leilão ao vivo em: 4 dias50m53s,26/06/2025,,,,,,,,,
VOLKSWAGEN/NOVA SAVEIRO CS (2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/nova-saveiro-cs-(2p)/ano.2014/6692f1a0-29d5-11f0-9f79-02420a000005,N/A,PA,2013,135.815 km,"R$ 24.000,00",Leilão ao vivo em: 4 dias51m40s,26/06/2025,,,,,,,,,
FIAT/PALIO ESSENCE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/palio-essence-(4p)/ano.2013/3a21d901-1927-11f0-bf87-02420a000088,N/A,AM,2012,140.036 km,"R$ 19.000,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
NISSAN/MARCH S FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/nissan/march-s-flex-(4p)/ano.2013/3e8e03ed-2b3b-11f0-9f79-02420a000005,N/A,PA,2012,137.006 km,"R$ 17.800,00",Leilão ao vivo em: 4 dias52m6s,26/06/2025,,,,,,,,,
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2012/338733ad-7f34-11ef-a1ff-02420a0000dd,N/A,AM,2011,342.188 km,"R$ 15.200,00",Leilão ao vivo em: 4 dias52m27s,26/06/2025,,,,,,,,,
CHEVROLET/CELTA LS (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/celta-ls-(2p%2F4p)/ano.2012/f56e9821-3af4-11f0-b593-02420a000005,N/A,AM,2011,180.714 km,"R$ 14.500,00",Leilão ao vivo em: 4 dias52m49s,26/06/2025,,,,,,,,,
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2011/3367f8e2-3bf2-11f0-b593-02420a000005,N/A,AM,2011,N/A,"R$ 14.300,00",Leilão ao vivo em: 4 dias53m10s,26/06/2025,,,,,,,,,
HYUNDAI/HB20 (4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-(4p)/ano.2018/873828d9-2442-11f0-bcc9-02420a000216,N/A,PA,2018,181.537 km,"R$ 28.000,00",Leilão ao vivo em: 4 dias53m33s,26/06/2025,,,,,,,,,
RENAULT/SANDERO EXPRESSION 1.0 16V (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-1.0-16v-(4p)/ano.2009/1237d356-dd6d-11ef-903d-02420a000042,N/A,PA,2008,233.851 km,"R$ 13.400,00",Leilão ao vivo em: 4 dias53m53s,26/06/2025,,,,,,,,,
NISSAN/LIVINA,https://leilo.com.br/leilao/benevides-para/carros/nissan/livina/ano.2014/49a68e5e-2215-11f0-bcc9-02420a000216,N/A,PA,2013,193.866 km,"R$ 20.600,00",Leilão ao vivo em: 4 dias54m15s,26/06/2025,,,,,,,,,
FORD/KA FLEX (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/ford/ka-flex-(2p%2F4p)/ano.2013/d6cf7ad7-eec4-11ef-bd15-02420a00000b,N/A,PA,2012,147.611 km,"R$ 14.600,00",Leilão ao vivo em: 4 dias54m39s,26/06/2025,,,,,,,,,
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/fiesta-flex-(4p)/ano.2012/cbe365c7-f2b1-11ef-bd15-02420a00000b,N/A,AM,2012,110.295 km,"R$ 14.200,00",Leilão ao vivo em: 4 dias54m59s,26/06/2025,,,,,,,,,
HYUNDAI/HB20X (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20x-(4p)/ano.2014/f72bfa9b-3672-11f0-bd5d-02420a000005,N/A,AM,2013,184.774 km,"R$ 29.400,00",Leilão ao vivo em: 4 dias56m11s,26/06/2025,,,,,,,,,
HYUNDAI/HB20 UNIQUE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-unique-(4p)/ano.2019/31534065-96cc-11ef-9088-02420a0000e0,N/A,AM,2018,211.614 km,"R$ 29.300,00",Leilão ao vivo em: 4 dias56m22s,26/06/2025,,,,,,,,,
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/065d3334-3a52-11f0-9677-02420a00000b,N/A,AM,2021,141.554 km,"R$ 25.700,00",Leilão ao vivo em: 4 dias56m41s,26/06/2025,,,,,,,,,
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/8d291683-e968-11ef-903d-02420a000042,N/A,AM,2021,246.522 km,"R$ 25.800,00",Leilão ao vivo em: 4 dias57m31s,26/06/2025,,,,,,,,,
FIAT/STILO ATTRACTIVE DUALOGIC (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/stilo-attractive-dualogic-(4p)/ano.2011/2ee34757-5ef6-11ef-b7dc-02420a00003e,N/A,AM,2010,175.984 km,"R$ 13.100,00",Leilão ao vivo em: 4 dias57m53s,26/06/2025,,,,,,,,,
CHEVROLET/COBALT M LTZ (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/cobalt-m-ltz-(4p)/ano.2019/3e8669f9-e580-11ef-903d-02420a000042,N/A,AM,2018,371.844 km,"R$ 32.700,00",Leilão ao vivo em: 4 dias58m17s,26/06/2025,,,,,,,,,
VOLKSWAGEN/POLO SEDAN 1.6 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/polo-sedan-1.6-(4p)/ano.2008/2ae2e2d6-16e4-11ef-b80e-02420a000059,N/A,AM,2007,206.399 km,"R$ 15.400,00",Leilão ao vivo em: 4 dias58m38s,26/06/2025,,,,,,,,,
RENAULT/LOGAN EXPRESSION 1016V (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-1016v-(4p)/ano.2010/6d07ca79-3718-11f0-bd5d-02420a000005,N/A,AM,2009,287.954 km,"R$ 11.500,00",Leilão ao vivo em: 4 dias58m59s,26/06/2025,,,,,,,,,
